City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Araouane,ML,12,1551838334,30,18.9,-3.53,50.28,3.18
Umm Bab,QA,1,1551833760,62,25.21,50.81,57.2,3.36
Tangzhai,CN,92,1551838335,100,26.73,109.0,48.3,4.85
Hailakandi,IN,88,1551838335,100,24.69,92.56,65.17,3.62
Vallenar,CL,0,1551838335,74,-28.58,-70.76,57.93,2.17
Gandajika,CD,20,1551838335,89,-6.75,23.95,70.08,9.22
Trat,TH,75,1551838058,88,12.25,102.51,90.0,1.12
Tezu,IN,92,1551838336,94,27.93,96.16,49.56,1.95
Shingu,JP,75,1551834000,62,33.72,135.99,59.0,5.82
Tena,EC,12,1551838336,90,-0.99,-77.82,56.44,2.28
Clifton,AU,75,1551838268,48,-27.93,151.91,91.0,8.05
Chatakonda,IN,12,1551838338,58,17.55,80.65,82.0,4.41
Gat,SN,0,1551835800,64,14.69,-16.54,68.0,23.04
Mina,PH,0,1551838338,55,10.93,122.57,87.36,11.68
Cusuna,HN,80,1551838339,69,15.85,-85.23,75.34,2.73
Bulawayo,ZW,92,1551838339,88,-20.16,28.59,67.42,12.12
Salalah,OM,0,1551833400,60,17.01,54.1,73.4,4.7
Denpasar,ID,40,1551835800,83,-8.65,115.22,84.2,10.29
Dareda,TZ,8,1551838340,96,-4.22,35.56,52.66,2.17
Riyadh,SA,0,1551834000,25,24.63,46.72,62.6,4.7
Colchester,GB,20,1551838323,93,51.89,0.9,50.0,13.87
Poum,MK,0,1551838340,87,41.28,20.71,25.84,1.83
Kollam,IN,20,1551835800,83,8.88,76.6,80.6,5.82
Cam Ranh,VN,20,1551835800,66,11.92,109.15,84.2,5.82
Kaputa,ZM,12,1551838339,97,-8.47,29.66,61.57,2.39
Piracuruca,BR,68,1551838346,96,-3.93,-41.72,73.23,2.62
Kloulklubed,PW,75,1551837000,70,7.04,134.26,84.2,12.75
Yasnyy,RU,76,1551838347,74,64.04,44.09,12.97,8.1
Mangrol,IN,0,1551838347,49,25.33,76.51,61.98,3.62
Qaqortoq,GL,88,1551833400,21,60.72,-46.03,35.6,12.75
Kathu,ZA,0,1551837715,55,-27.7,23.05,75.0,3.06
Khorramshahr,IR,0,1551834000,76,30.43,48.18,57.2,4.97
Tilichiki,RU,32,1551838348,88,60.47,166.1,17.92,3.74
Thunder Bay,CA,20,1551838324,54,48.41,-89.26,-0.41,3.36
Havre-Saint-Pierre,CA,40,1551834000,66,50.23,-63.6,14.0,11.41
Ozernovskiy,RU,56,1551838352,89,51.5,156.52,21.88,10.33
Somanda,TZ,75,1551834000,88,-3.37,33.95,75.2,9.22
Vyartsilya,RU,0,1551838353,78,62.18,30.69,1.36,10.89
Jardim,BR,36,1551838353,85,-21.48,-56.15,75.07,7.76
Vao,EE,0,1551838129,76,59.1,26.19,11.31,6.98
Adrar,DZ,0,1551834000,24,27.87,-0.29,59.0,9.17
Mastic Beach,US,1,1551838264,58,40.77,-72.85,30.0,5.82
Hammerfest,NO,75,1551833400,92,70.66,23.68,23.0,14.99
Sarakhs,TM,88,1551834000,93,36.54,61.16,46.4,4.7
Saint-Joseph,FR,0,1551838082,70,43.56,6.97,48.2,5.82
Kamenka,RU,76,1551838360,95,53.19,44.05,34.3,15.93
Pombas,BR,32,1551838360,88,-15.9,-54.74,72.28,2.17
Kargasok,RU,68,1551838360,72,59.06,80.87,20.58,4.29
Batagay,RU,0,1551838360,65,67.65,134.64,-9.4,4.18
Strelka,RU,64,1551838364,74,58.08,93.03,21.16,5.64
Baykit,RU,32,1551838364,70,61.68,96.39,17.2,11.23
Lokosovo,RU,44,1551838364,78,61.13,74.84,14.41,8.55
La Asuncion,EC,56,1551838364,92,-1.64,-78.74,48.52,1.61
Hearst,CA,36,1551838365,65,49.69,-83.67,2.71,5.75
Khani,GE,0,1551835800,69,41.96,42.96,39.2,6.93
Hokitika,NZ,68,1551838374,95,-42.72,170.96,64.63,7.99
Rocha,UY,20,1551838015,89,-34.48,-54.34,58.6,5.75
Ceres,AR,68,1551838375,86,-29.88,-61.95,74.71,8.21
Paamiut,GL,64,1551838283,99,61.99,-49.67,28.41,11.34
Husavik,CA,56,1551838205,79,50.56,-96.99,7.0,5.08
Roald,NO,12,1551838202,100,62.58,6.12,32.0,16.11
Kavieng,PG,32,1551838386,98,-2.57,150.8,86.1,4.74
Bandarbeyla,SO,0,1551838185,100,9.49,50.81,78.13,13.8
Kavaratti,IN,20,1551838391,100,10.57,72.64,81.6,14.14
Muisne,EC,100,1551838392,81,0.61,-80.02,77.05,3.51
Mongomo,GA,80,1551838392,96,1.63,11.31,71.2,2.17
Princeton,US,90,1551838142,61,41.37,-89.46,17.01,14.99
Naranjal,PY,75,1551837600,78,-25.97,-55.19,77.0,11.41
Qingdao,CN,0,1551834000,65,36.09,120.35,46.4,6.71
Cervo,BR,20,1551838397,91,-22.19,-46.24,61.66,2.06
Kiunga,PG,68,1551838397,74,-6.12,141.3,85.65,2.95
Westport,IE,92,1551838384,93,53.8,-9.52,41.0,1.01
Kimbe,PG,44,1551838398,94,-5.56,150.15,84.48,3.85
Igarka,RU,64,1551838398,83,67.47,86.57,9.19,15.26
Shache,CN,0,1551838399,51,38.42,77.24,33.0,4.63
Sakaiminato,JP,75,1551837817,62,35.55,133.23,51.8,3.36
Itarema,BR,36,1551838164,95,-2.92,-39.92,74.44,3.4
Sao Gabriel da Cachoeira,BR,0,1551838295,90,-0.13,-67.09,76.11,2.73
Ballina,IE,92,1551838384,93,54.11,-9.15,41.0,7.0
Port Said,EG,0,1551838400,77,25.34,30.55,41.28,6.2
Nyagan,RU,44,1551838400,76,62.14,65.43,4.83,9.66
Mahibadhoo,MV,100,1551838401,97,3.78,72.97,83.62,9.44
Sitges,ES,20,1551838384,81,41.24,1.82,54.0,3.36
Miri,NG,12,1551838401,53,10.31,9.75,64.63,3.74
Whitehorse,CA,5,1551834000,37,60.72,-135.06,21.2,10.29
Astoria,US,1,1551838398,48,46.19,-123.83,46.0,11.41
Luwingu,ZM,68,1551838402,92,-10.26,29.92,60.0,1.95
Swan River,CA,48,1551838402,73,52.11,-101.27,9.33,6.31
Mega,ET,0,1551838403,77,4.06,38.32,55.5,4.29
Mayo,CA,20,1551834000,43,63.59,-135.9,14.0,3.36
Bontang,ID,8,1551838403,81,0.12,117.47,85.78,8.88
Bilma,NE,0,1551838324,37,18.69,12.92,51.81,3.29
Kitimat,CA,5,1551834000,25,54.02,-128.69,37.4,11.41
Naples,US,90,1551838323,77,26.14,-81.79,66.2,8.05
Smithers,CA,5,1551834000,42,54.78,-127.17,26.6,5.82
Rawson,AR,12,1551838171,44,-43.3,-65.11,57.52,7.43
Comodoro Rivadavia,AR,0,1551837600,37,-45.87,-67.48,68.0,11.41
Egvekinot,RU,24,1551838404,93,66.32,-179.17,22.51,2.06
Trstena,SK,75,1551838362,86,49.36,19.61,35.01,16.11
Port Augusta,AU,75,1551837568,42,-32.49,137.76,69.01,20.8
Kaniama,CD,48,1551838405,94,-7.57,24.18,67.6,1.72
Oussouye,SN,8,1551838405,74,12.49,-16.54,68.14,14.25
Puerto Baquerizo Moreno,EC,8,1551838406,99,-0.9,-89.6,79.3,7.76
Simbahan,PH,8,1551838406,97,6.3,120.58,82.05,11.01
Corvallis,US,1,1551838338,52,44.56,-123.26,45.0,9.17
Gulbarga,IN,0,1551838406,43,17.33,76.83,70.26,5.3
Dwarka,IN,0,1551835800,93,28.58,77.04,51.8,3.36
Wenling,CN,44,1551838286,85,28.38,121.38,57.99,4.0
Severo-Kurilsk,RU,64,1551838407,100,50.68,156.12,24.18,17.27
Avanigadda,IN,90,1551835800,88,16.02,80.92,80.6,6.31
Kangaatsiaq,GL,12,1551838407,100,68.31,-53.46,9.28,6.08
Margate,AU,75,1551838395,62,-43.03,147.26,57.99,19.46
Necochea,AR,76,1551838089,50,-38.55,-58.74,69.01,1.99
Nuuk,GL,48,1551837000,68,64.17,-51.74,24.8,16.11
Khorixas,NA,0,1551838421,81,-20.37,14.96,58.33,1.05
Andujar,ES,92,1551838166,74,38.04,-4.05,49.24,4.63
Shimoda,JP,75,1551837740,82,34.7,138.93,55.99,9.17
Lima,PE,0,1551837904,73,-12.06,-77.04,75.2,12.75
Trelew,AR,12,1551838422,44,-43.25,-65.31,57.52,7.43
Pyshchug,RU,80,1551838422,97,58.89,45.71,35.29,8.88
Acajutla,SV,0,1551838233,60,13.59,-89.83,78.01,8.01
Dingle,PH,0,1551838423,55,11.0,122.67,87.36,11.68
Colares,PT,40,1551838400,93,38.8,-9.45,59.0,18.34
Balkanabat,TM,0,1551838424,88,39.51,54.36,35.2,4.41
Misratah,LY,0,1551838424,97,32.38,15.09,51.81,8.32
